px (Torr cm),a/p (cm^-1 Torr^-1)
1.6031746031746033,0.0000000000000000000000007966320348285552
1.6190476190476188,0.0000000000000000000000007640935509548483
1.6349206349206349,0.0000000000000000000000007783284291023796
1.6507936507936507,0.0000000000000000000000007483190256892907
1.6666666666666667,0.0000000000000000000000007647214889977729
1.6825396825396828,0.0000000000000000000000007043836400563079
1.6984126984126984,0.000000000000000000000000713755948381496
1.7142857142857144,0.00000000000000000000000071326536938525375
1.73015873015873,0.0000000000000000000000007374606412142363
1.746031746031746,0.0000000000000000000000006796842892635823
1.7619047619047619,0.0000000000000000000000006801286035923681
1.7777777777777777,0.0000000000000000000000006512136322432212
1.7936507936507937,0.0000000000000000000000006677617400127313
1.8095238095238095,0.0000000000000000000000007277798214128208
1.8253968253968256,0.000000000000000000000000696828118076177
1.8412698412698412,0.0000000000000000000000006869934687043761
1.8571428571428572,0.000000000000000000000000803111789967514
1.8730158730158728,0.0000000000000000000000008608621636631645
1.8888888888888888,0.0000000000000000000000007125135046439924
1.9047619047619049,0.0000000000000000000000007962612505660419
1.9206349206349207,0.0000000000000000000000008063037713622231
1.9365079365079367,0.0000000000000000000000008080565570295119
1.9523809523809523,0.0000000000000000000000009378408434247363
1.9682539682539684,0.0000000000000000000000010203432255877423
1.984126984126984,0.0000000000000000000000011556552046145525
